PROCESSED,BASE_PATH,REDIRECT,REDIRECT_TYPE,410 (GONE),404 (NOT FOUND),LOCALE,DOCUMENT_TYPE,CONTENT_ID
,/permit-discharges-surface-groundwater,/guidance/discharges-to-surface-water-and-groundwater-environmental-permits,prefix,,,en,placeholder,34e6a408-ce1d-4164-a385-3e8606dedd65
,/permit-operate-part-a1-regulated-facility-england-wales,/guidance/a1-installations-environmental-permits,prefix,,,en,placeholder,47fa513a-7837-4d95-917e-2e3a7e3bb654
,/pesticide-approvals-northern-ireland,,prefix,410,,en,licence,e68ae389-c5ad-4915-ad83-1c0a018397a5
,/petit-mal-and-driving,/epilepsy-and-driving,prefix,,,en,placeholder,30003058-9da5-486e-8191-1b3ca545a458
,/plan-your-journey,/government/news/transport-direct-website-closes-on-30-september-2014,exact,,,en,transaction,348364e9-1eba-4c2e-a462-7058ca9095ae
,/planning-permission,,,,404,en,guide,c547dabc-f053-4f38-b6bf-5e2bf00ba28a
,/planning-permission-scotland,/planning-permission-england-wales,prefix,,,en,guide,7006b179-2567-4fb7-8677-4beaacc895fc
,/pollution-inventory-reporting-england-and-wales,/government/collections/pollution-inventory-reporting,exact,,,en,licence,ede5df36-2dc6-42de-a728-d56a94b48647
,/powys-historic-building-grant,,prefix,410,,en,business_support,ac22a453-1250-4ac9-8188-b63297b4ade9
,/practical-driving-test-centres,/find-driving-test-centre,exact,,,en,placeholder,0c79afa5-2b34-4c74-8741-a4384843940a
,/practical-driving-test-for-cars,/driving-test,exact,,,en,placeholder,fcadd7b0-7aa1-4e6b-8bcf-c9700151df4f
,/practise-your-driving-theory-test,/take-practice-theory-test,exact,,,en,placeholder,ddae22cf-2b85-4847-bb6a-968180f8e83c
,/prepare-for-a-flood,/check-flood-risk,exact,,,en,guide,b3d0a14e-7671-4ed4-b2e8-e7fca745f185
,/prevent-health-problems-accidents-among-employees,,,,404,en,guide,310d8ff7-e725-41e1-ae90-71f75a19fc2f
,/prince-of-wales-innovation-scholarships-programme,,prefix,410,,en,business_support,e2d76070-6089-4896-9345-fa9844bedcba
,/private-medical-treatment-visa,/standard-visitor-visa,exact,,,,placeholder,dadf411c-6d4b-4fb7-86ce-e1a43c4acc8b
,/proact-skills-growth-wales,,prefix,410,,en,business_support,5a324fd2-158a-4816-83ef-185288cb616e
,/productivity-improvement,/business-finance-support-finder,prefix,,,en,business_support,dd0597bd-86e5-4c36-a3b0-3e152adf8e4d
,/proof-of-concept-programme-scotland,/business-finance-support-finder,prefix,,,en,business_support,491ade84-37b3-4a90-bd9d-ca8b47453776
,/property-marketing,/business-finance-support-finder,prefix,,,en,business_support,904024e4-bfd2-4921-b83e-9f29bbc39bc5
,/property-solutions-northern-ireland,/business-finance-support-finder,prefix,,,en,business_support,43daa5ed-7655-400b-b7d5-69e1bdc8369d
,/prospective-entrepreneur,/standard-visitor-visa,exact,,,,placeholder,20627586-527b-4a9f-8c5c-ab08b2ecb7c4
,/qualify-tax-credits-quick-questionnaire,/qualify-tax-credits,exact,,,,placeholder,81f03ea4-ac9d-4884-8313-7bcfe9807486
,/queensaward,/queens-awards-for-enterprise,exact,,,en,campaign,c8b2a9ad-954d-4005-ac1b-e05e55406843
,/ready-set-go-innovation-grants,,prefix,410,,,placeholder,617a9555-ba47-42b5-80d5-193894e2aa94
,/redundant-buildings-grant,/business-finance-support-finder,prefix,,,,placeholder,70d79ab1-e56e-4e56-922f-254a0881b893
,/regional-centre-service,,prefix,410,,en,business_support,ab9e9e49-5364-4cfc-b405-7d7e02973086
,/register-a-trademark,/how-to-register-a-trade-mark/apply,exact,,,en,transaction,ea9d7352-0bd4-40e3-8ce4-2b5544d622b1
,/register-as-childminder-england,/register-childminder-childcare-provider,exact,,,en,licence,3c882c0c-452f-4459-aa40-238a660a66f4
,/register-book-driving-tests-trainer-or-business,/register-book-driving-tests-for-pupils,exact,,,en,placeholder,ddbe7c68-ab5e-40a8-a77c-e5d4471705b8
,/register-food-safety-retailer-caterer,,,,404,en,transaction,22d17b7f-58d1-42b1-b73d-44933b9ff1fe
,/register-for-self-assessment,/log-in-file-self-assessment-tax-return,exact,,,en,guide,ceb15d46-4c6a-4ef0-b510-39dc449f3a35
,/register-jobs-international-organistions,/register-jobs-international-organisations,exact,,,en,placeholder,69a01499-a6cc-4143-9302-b97533752096
,/register-or-renew-as-lgv-driving-instructor,/become-an-lgv-driving-instructor,exact,,,en,transaction,d2288788-0833-4556-85cc-33d39cbb22eb
,/register-waste-carrier,/waste-carrier-or-broker-registration,prefix,,,en,placeholder,3b2444da-5cb5-4672-b18e-c3d573a726ea
,/register-your-waste-exemption-online,/guidance/register-your-waste-exemptions-environmental-permits,exact,,,en,placeholder,c10cf45d-e309-49f7-a134-78369b7de25a
,/renewable-heat-premium-payment,/browse/housing-local-services/household-energy,prefix,,,en,placeholder,110d931c-96f4-4a33-8732-5ed90076ca5d
,/renewtaxcredits,/manage-your-tax-credits,prefix,,,en,placeholder,9172131a-7d1a-48d4-966c-d7309dc83a1b
,/rent-government-workspace,/find-government-property,exact,,,en,placeholder,ac8b8a23-531a-461f-92d2-9038bf7ab75d
,/renting-buying-business-premises,/set-up-business,prefix,,,en,video,81a3b4ce-b031-46ee-83f4-9b317cf6edd3
,/report-a-company-car,/tell-hmrc-company-car,exact,,,,placeholder,6bbbfbd8-e927-4e79-8254-c9356812686d
,/report-an-accident-or-health-and-safety-incident,,,,404,en,transaction,81395fc6-a4f0-47cb-b844-1ac36f59ef80
,/report-debris-motorways-main-roads,/report-obstruction-road,exact,,,en,answer,8c494a3e-2603-47d1-8aa9-35a2d499ccd9
,/report-flooding-burst-water-mains,/report-flood-cause,prefix,,,en,answer,605c32a8-cfa3-4916-b994-41cf4cc0b559
,/report-pet-medicine-problem,/report-veterinary-medicine-problem,exact,,,,placeholder,f86dfed9-ff53-47da-8b05-3a04e2a76dee
,/report-waste-crime,/report-flytipping,prefix,,,,placeholder,35024bde-366e-483c-a724-aaf9bd504eba
,/reportbenefitschangecircumstances,,exact,410,,en,campaign,541e26d5-d99a-4d8a-9ade-454f0a1a6d1d
,/reporting-road-obstruction,/report-obstruction-road,exact,,,en,answer,8286308b-fe06-4e5a-807b-664da625b432
,/reporting-your-tax-code-as-wrong,/tax-codes/if-you-think-youve-paid-too-much-tax,exact,,,,placeholder,30814919-5e4f-4b17-a963-85ebd089d063
,/reshore-uk,/business-finance-support-finder/search,prefix,,,en,business_support,fceb3f48-96ec-40f8-9ee2-4e061cd666bf
,/resource-efficient-worcestershire,,prefix,410,,,placeholder,093108ce-a3cf-4e80-ad68-e758b204c56e
,/retirement-age,/working-retirement-pension-age,prefix,,,en,placeholder,a398daf5-4b85-4ede-94f6-a592d8aa2c87
,/revenue-trader-registration,/guidance/receiving-storing-and-moving-excise-goods,prefix,,,en,licence,8eab8492-f76c-4a1f-b217-5c9458f0222d
,/road-users-requiring-extra-care-204-to-225,/guidance/the-highway-code/road-users-requiring-extra-care-204-to-225,prefix,,,,placeholder,d532cd88-4c1e-4185-bb2e-6e60ea31136d
,/rolling-programme-belfast,/business-finance-support-finder,prefix,,,en,business_support,2bbdbeda-062c-407a-9b38-d6fea4b31f14
,/rules-about-animals-47-to-58,/guidance/the-highway-code/rules-about-animals-47-to-58,prefix,,,en,guide,d2a8139f-38a3-4539-973a-6e4de7d6f0f7
,/rules-drivers-motorcyclists-89-to-102,/guidance/the-highway-code/rules-for-drivers-and-motorcyclists-89-to-102,prefix,,,,placeholder,ff2b0dcd-4759-4b5c-a414-17bf4ea65fec
,/rules-motorcyclists-83-to-88,/guidance/the-highway-code/rules-for-motorcyclists-83-to-88,prefix,,,en,guide,8bc35a3c-d861-4b7d-8e81-31126d952a8d
,/rules-pedestrians-1-to-35,/guidance/the-highway-code/rules-for-pedestrians-1-to-35,prefix,,,en,guide,f6e6adbc-c3f8-4a36-96cc-b18dd4cfc1ac
,/rules-powered-wheelchairs-mobility-scooters-36-46,/guidance/the-highway-code/rules-for-users-of-powered-wheelchairs-and-mobility-scooters-36-to-46,prefix,,,en,guide,8ba3b92d-a319-4551-b2b6-1b91d494f47a
,/rural-conversion-grant-programme,,prefix,410,,en,business_support,82d4bbd0-abec-4285-8978-0fe84d95674f
,/rural-payments,/claim-rural-payments,exact,,,en,placeholder,82cb2e94-769f-4545-96f8-84c8010c7e04
,/see-potential,https://seepotential.campaign.gov.uk/,exact,,,en,placeholder,26d663fb-049e-4562-a732-61cbc49cea11
,/seizures-and-driving,/convulsions-and-driving,prefix,,,en,placeholder,d8e7dd0c-00d4-458a-9337-41a2df478c5e
,/self-assessment-tax-return-checks,/tax-compliance-checks,exact,,,,placeholder,0c6aa540-162f-4db4-a23d-bd9e5b7f3ce5
,/self-assessment-tax-return-deadlines,/self-assessment-tax-returns/deadlines,exact,,,,placeholder,c276190c-9848-4da9-a62c-aa1e42d22081
,/self-certify-building-work-registration,/building-regulations-competent-person-schemes,prefix,,,en,licence,dd6ea4a7-c7a8-4a85-b3bd-4df8b863f506
,/self-employment-test-trading,/business-finance-support-finder,prefix,,,en,business_support,8c21cda0-7220-4f98-b959-b0c5a783dc34
,/selfassessment,/topic/personal-tax/self-assessment,exact,,,,placeholder,c3242a7a-e346-4133-bb90-b129ff1d9bcc
,/send-goods-abroad,/starting-to-export,prefix,,,en,answer,8d91c7f1-ddf3-4048-a7f8-6a0a9273e9c3
,/shared-ownership-tenants,/right-to-buy-buying-your-council-home,prefix,,,en,answer,588168ed-6dfd-428c-a6a2-98436cf35b97
,/shipping-goods,/government/collections/transporting-goods,prefix,,,en,guide,7a6ae88c-4ca4-4d3e-807e-a40f6e1f039d
,/skills-and-business-growth-programme-glasgow,/business-finance-support-finder,prefix,,,en,business_support,cc6f7e09-9db4-4988-8e22-d8afec2aa7c4
,/skills-support-workforce-programme,,prefix,410,,,placeholder,5d707d2a-bf94-40a2-ac81-a8a0235a1a19
,/slaughterman-licence-england-wales-scotland,/government/publications/application-for-a-provisional-licence-to-kill-or-slaughter-animals-certificate-of-competence,exact,,,en,licence,da0c8c4a-eaf9-407f-8b40-e72ab675ebc9
,/small-business-growth-grant-knowsley,/business-finance-support-finder/search,prefix,,,en,placeholder,2e22fee7-3f47-49f1-8ab9-3e4912bbd100
,/small-commercial-vessel-certificate,,,,404,en,licence,02351d29-4830-43cf-9925-90099dba42f6
,/smart-meters,/guidance/smart-meters-how-they-work,prefix,,,en,answer,3d81c854-12b5-4b30-aa33-e22c78edd18a
,/sme-small-capital-investment-grant,,prefix,410,,en,business_support,72a53bcb-87bc-4dea-ba91-92204c1b7677
,/social-enterprise-focus,,prefix,410,,,placeholder,941df193-b24a-4d5d-b0b8-257cfa4f5ac3
,/social-enterprise-way-leicestershire,/business-finance-support-finder,prefix,,,en,placeholder,d7fbcd6a-04cd-4b57-832c-bbcded14572b
,/social-fund,,,,404,en,answer,8ffdb534-8408-4a2b-b8d5-0e5f4df33c33
,/solent-green-grants,/business-finance-support-finder,prefix,,,,placeholder,ac38ef39-d238-4845-9097-cfa8095785a8
,/solicitors-tax-campaign,/government/publications/2010-to-2015-government-policy-tax-evasion-and-avoidance/2010-to-2015-government-policy-tax-evasion-and-avoidance#appendix-9-hmrc-campaigns,exact,,,,placeholder,f157f084-3e77-4aa9-8f2a-4e0f79d11194
,/south-cambridgeshire-business-support,,prefix,410,,en,business_support,56217f2b-41a3-49e8-a781-c0e3f18a5978
,/south-west-loans-fund,/business-finance-support-finder/search,prefix,,,en,business_support,97c387c6-c11a-44c0-bbf9-053313d908a3
,/south-west-wales-property-development-fund,/business-finance-support-finder,prefix,,,en,business_support,6faea0ed-2dda-4ca1-b0ab-42b2a65c86df
,/special-educational-needs-disability-tribunal,/courts-tribunals/first-tier-tribunal-special-educational-needs-and-disability,prefix,,,en,guide,af9345fd-055a-442f-b850-059079bef963
,/spirit-enterprise-fund-north-east-england,/business-finance-support-finder,prefix,,,en,placeholder,41d78758-1ecd-401e-99d3-2325982a6da7
,/sports-visit-visa,/standard-visitor-visa,exact,,,,placeholder,80ddfb1e-1ad0-4d0a-84fa-65011ed1f56e
,/ssi-supply-chain-support-scheme,/business-finance-support-finder,prefix,,,en,business_support,70029c6b-ad91-4e3c-91f4-df2376f33d4e
,/ssi-task-force-apprenticeship-fund,/business-finance-support-finder,prefix,,,en,business_support,e3e6d009-a770-49a9-9ae8-8ab8cc772ed8
,/stamp-duty-land-tax-rates,/stamp-duty-land-tax,exact,,,,placeholder,2fca09cd-7e36-45f2-b87a-38d7fad536f1
,/start-up-loan-young-people,/start-up-loans,prefix,,,en,business_support,b588099d-a334-4c0f-8cb1-ed7526ac7668
,/start-up-loans-east-midlands,,prefix,410,,,placeholder,5818c395-0cea-48fc-b625-e8d5bf206abc
,/start-up-loans-fund,/start-up-loans,prefix,,,en,business_support,b9c6bdce-4843-4328-bbb6-e38b23300eea
,/start-up-support-north-west,,prefix,410,,,placeholder,515174c4-19c2-4744-a8bb-d414e05d39fd
,/start-up-support-southwark,/business-finance-support-finder/search,prefix,,,,placeholder,afa06c52-d6c5-4309-aceb-414d8e8ccb0a
,/start-your-business-south-wales,/business-finance-support-finder,prefix,,,en,business_support,4b2f8c8b-ea2e-419a-8340-394df51c22ba
,/start-your-own-business-courses-mentoring,,prefix,410,,en,business_support,205b26e3-2771-42a9-ac61-c4d67c33b6cf
,/starting-up-a-business,/set-up-business,prefix,,,en,guide,3c8fcdf8-6298-4811-a9c7-a2c6a039c093
,/startup-loans-cwrt,/start-up-loans,prefix,,,en,business_support,0b067b8f-394f-4110-906c-fed9dfda21b5
,/startup-loans-hbv,/business-finance-support-finder,prefix,,,en,placeholder,c8f4112d-9a02-458e-86f6-722abc5e8601
,/startup-loans-north-east-cumbria,/start-up-loans,prefix,,,en,business_support,06f91537-4235-4069-b1a6-178fcf8af149
,/startup-support-lancashire,/business-finance-support-finder/search,prefix,,,en,business_support,1152d5f6-9ab3-486d-8b42-f513e44483ea
,/state-pension-statement,/check-state-pension,prefix,,,en,placeholder,a23749bb-137d-4069-b23e-a68c1b67bd6e
,/stop-child-pasport,/stop-child-passport,prefix,,,,placeholder,8dee3597-7584-4dcb-8e8a-567ef298dfec
,/superfast-cornwall,,prefix,410,,,placeholder,0d002c6c-b137-47ff-991c-c291e6324775
,/supply-chain-management,,prefix,410,,en,business_support,610f583f-f022-44f1-9fdd-e880c31bfc79
,/supply-cross-river,/business-finance-support-finder,prefix,,,,placeholder,5998a49e-3cb6-49cb-a1c8-aa3e08257a39
,/supporting-sustainable-living-grant-scheme,,prefix,410,,en,business_support,4e2346c6-0a63-4ef8-9786-b28355a7a9f2
,/sure-start-childrens-centres,,,,404,en,place,dff99a66-40f9-4853-abf4-aa412e09cca1
,/survive-and-thrive-programme,/business-finance-support-finder,prefix,,,en,business_support,d72fca5a-4b1e-4632-bb43-c3f682e1ef3d
,/sustainable-energy-supply-chain-programme,/business-finance-support-finder,prefix,,,en,business_support,91a14c60-5bc2-48ae-9163-e310ac1bf91e
,/tax-buying-selling-shares,/tax-buy-shares,exact,,,,placeholder,c312592f-6d8b-421f-b79f-96a1356d530a
,/tax-disc,/vehicle-tax,exact,,,,placeholder,e41cf3a7-eb74-4a7c-9ac5-01f22239b854
,/taxfreesavings,/apply-tax-free-interest-on-savings/tax-free-savings,exact,,,,placeholder,5880d96e-3ab1-43b9-b0ee-9bd96f270c37
,/taxi-minicab-difference,/report-unlicenced-taxi,prefix,,,en,placeholder,8385925e-81e3-472a-9316-7b0b9371139b
,/taxi-vehicle-licence-northern-ireland,/taxi-vehicle-licence,prefix,,,en,placeholder,4b7ba4ee-a1b4-434d-93ff-61e6c0a72d43
,/tees-valley-business-growth-investment-scheme,,prefix,410,,,placeholder,dbc2b4d6-7c7e-4b15-8396-661020b04421
,/tees-valley-jobs-skills-investment-scheme,,prefix,410,,,placeholder,d177a2b2-59d9-43b6-8759-2db92d2d9b90
,/tell-hmrc-about-a-change-of-name-or-address,/tell-hmrc-change-of-details,exact,,,,placeholder,8034085a-2fdd-4dd2-ae4a-3997ac89f2f8
,/tell-us-once-report-death,/after-a-death,exact,,,en,transaction,2fc2938a-4e54-4cd7-9672-8972dac7220e
,/temporary-export-licence-for-cultural-goods,/guidance/export-art-antiques-and-cultural-goods-special-rules,prefix,,,en,licence,f7f2f1a9-f908-499d-a61d-81c743fc1578
,/the-community-generation-fund,/business-finance-support-finder,prefix,,,en,business_support,d2c7d1dd-c25e-4497-9974-8532a1329005
,/the-highway-code,/guidance/the-highway-code,prefix,,,en,placeholder,e7c0725d-5f16-4ba8-a482-de827ed69f4e
,/the-south-east-wales-community-economic-development-ced-programme,/business-finance-support-finder,prefix,,,en,business_support,25c64144-f060-42ec-b0f9-c37d580ba4b3
,/touring-caravan-exemption-certificate,/guidance/camping-and-caravanning-site-exemption-certificates-know-the-rules-and-how-to-apply,exact,,,,placeholder,bd122b09-821a-47b3-8163-2a13dc42208f
,/tradelinks-programme-northern-ireland,/business-finance-support-finder,prefix,,,en,business_support,7b9acb5a-003d-428b-996c-b3b4cde1ce43
,/transaction-finished,/done/transaction-finished,prefix,,,en,completed_transaction,4c04e67c-1b73-419f-8658-6620272ebe7a
,/transferring-vehicle-registration-number-form-v317,/keep-registration-number,prefix,,,,placeholder,5f08cde4-82c4-491e-9f54-8de04cd761bc
,/uk-government-the-role-of-the-monarch,,,,404,en,answer,f38b478f-8763-47c7-9277-102a3e449b20
,/uk-system-of-government,,,,404,en,guide,4d1af1fd-a9bb-4f81-a3b8-ac976e9af0d8
,/ukti-services-exporters,/dit-services-exporters,prefix,,,en,business_support,202f6b09-6090-4f13-8301-b0e1301516c8
,/ulster-community-investment-trust,/business-finance-support-finder,prefix,,,en,business_support,ca560af2-cdb5-4885-9dd7-28c2f891d50b
,/understand-business-cash-flow,/write-business-plan,prefix,,,en,video,d13d46f6-e484-4c9c-a1e5-3781a8192794
,/understand-self-assessment-statement,/understand-self-assessment-bill,exact,,,,placeholder,3b3ab024-50cd-4afe-a4aa-632abbf3837a
,/understanding-business-it-needs,/business-support-helpline,prefix,,,en,video,42adaf68-6692-4101-82a5-e7596bacb130
,/unlocking-business-investment,/business-finance-support-finder,prefix,,,en,placeholder,88861274-630f-4348-b49b-256f8fe6fc22
,/update-property-records-on-behalf-of-someone-else,/update-property-records-someone-dies,exact,,,,placeholder,a1cfbf47-5f63-4ddd-a94e-4d74685a1c5b
,/update-savings-income,/apply-tax-free-interest-on-savings,exact,,,en,transaction,7af9c45f-43af-4d6d-bb39-4bf67af4d6f1
,/using-the-road-159-to-203,/guidance/the-highway-code/using-the-road-159-to-203,prefix,,,en,placeholder,ae6a777e-4884-4875-a343-baa6a93d3cb7
,/valuation-offices-council-tax,/government/publications/contacting-your-regional-valuation-office,prefix,,,en,placeholder,24690fdb-35e4-4925-8eb7-120efd3992ed
,/vat-consumers,/tax-on-shopping,exact,,,,placeholder,b3bfac94-07f1-4874-952b-5e06bb899347
,/vat-on-digital-services-in-the-eu,/guidance/register-and-use-the-vat-mini-one-stop-shop,prefix,,,,placeholder,77f6f30b-3005-404b-acff-8a6ef9e15d4f
,/vat-online-services-helpdesk,/government/organisations/hm-revenue-customs/contact/vat-online-services-helpdesk,exact,,,en,answer,4fe235ec-32d1-4411-b667-cceb6006ad6d
,/vehicle-identity-check,/scrapped-and-written-off-vehicles,prefix,,,en,answer,8b60c2f2-93f3-4fed-9fb7-789986f4ff35
,/vehicle-identity-check-site,/vehicle-identity-check,prefix,,,en,placeholder,0a0729a1-5cd2-480f-8c2f-8f8bab8e86c2
,/vehicle-licences-private-hire-taxis,/taxi-vehicle-licence,prefix,,,en,placeholder,63dc26eb-c35e-4630-aa70-85e2b6aeb9bd
,/vehicle-licences-private-hire-taxis-london,/taxi-vehicle-licence,prefix,,,en,placeholder,412ece7d-d464-4ade-a27a-8d149c4367e7
,/vehicle-operator-licensing-partner-self-service,/guidance/check-vehicle-operator-licences-as-an-enforcement-body,exact,,,en,transaction,bf038134-27e5-4440-92d4-f4ea614a3f56
,/vehicle-operator-local-authority-inbox,/guidance/check-bus-service-registrations-as-a-council-or-transport-authority,exact,,,en,transaction,91c4a01d-2469-4ea0-8dd1-bf8e400b690d
,/vehicle-registration-certificate-v5c-log-book,/vehicle-log-book,prefix,,,en,answer,3a1d8d7f-f129-4aac-9cc3-229c66d45f7e
,/vertigo-and-driving,/dizziness-and-driving,prefix,,,en,placeholder,1a4ec458-08d7-4e32-88c3-a0a608d59b3f
,/voluntary-disclosure-health-wellbeing,/government/publications/hmrc-your-guide-to-making-a-disclosure,exact,,,,placeholder,6335c213-fcb0-42e2-9653-2cfe04c3c6d6
,/voting-in-uk,,,,404,en,guide,2b7cbef1-c8c1-4993-9237-d3fe9f1084e7
,/waiting-and-parking,/guidance/the-highway-code/waiting-and-parking-238-to-252,prefix,,,,placeholder,0793365a-0028-4fd6-897f-63c96c37f377
,/wales-economic-growth-fund-phase-2,/business-finance-support-finder,prefix,,,en,business_support,5feef62d-7f8a-4da5-b60d-00fb8912aacd
,/wales-true-taste-awards,,prefix,410,,en,business_support,0e7cfc1c-5568-4b16-a8aa-434bc216772a
,/warm-front-helpline,/browse/housing-local-services/household-energy,prefix,,,en,placeholder,0ed1d731-e715-490d-89b7-0e67ead4d188
,/warm-front-scheme,/browse/housing-local-services/household-energy,prefix,,,en,placeholder,7a0a5efd-7b00-4b1c-9027-86f27689e2a9
,/warmthiswinter,/energy-grants-calculator,exact,,,en,campaign,246f7128-f0ef-4765-a8ce-50819de8c9ec
,/waste-packaging-reprocessor-accreditation-england-wales-scotland,/guidance/packaging-waste-apply-to-be-an-accredited-reprocessor-or-exporter,exact,,,en,licence,12a84591-2a65-473f-adf4-b2a31213878e
,/west-midlands-business-export,/business-finance-support-finder,prefix,,,en,business_support,597cc732-1958-4489-a22a-c2a64b402553
,/what-is-corporation-tax,/corporation-tax,prefix,,,en,video,eb78b53a-c4b8-4ae8-95d2-76d1113792e0
,/wine-producer-s-licence,/guidance/wine-duty,exact,,,en,licence,29c316a3-a3e3-4580-bbe2-dfebf18c21d6
,/women-and-broadband-scheme,/business-finance-support-finder,prefix,,,en,business_support,a63d2b21-101e-4515-b11b-adb3a4419057
,/women-in-rural-enterprise,,prefix,410,,en,placeholder,c4dc325d-0979-4a9e-95e5-50cd0b9ace8b
,/wood-energy-business-scheme,,prefix,410,,en,business_support,4a5946a6-b778-4a8b-b06f-8596d6a7e3d6
,/worcestershire-proof-concept-fund,,prefix,410,,en,business_support,04b68ebd-c1bf-430d-aaa8-f639524bb175
,/worcestershire-shropshire-business-loan-fund,/business-finance-support-finder/search,prefix,,,en,placeholder,29e6e489-30e9-4e4c-bbf8-1a3db0b5e2bd
,/working-social-enterprise,/business-finance-support-finder,prefix,,,,placeholder,01075021-589d-4980-b68a-8f124c29712f
,/workplace-accidents-and-injuries,,,,404,en,guide,0cedbbe8-9bf7-47d9-b948-c0a22a3b4211
,/workplacepensions,/workplace-pensions,exact,,,,placeholder,2f703f0e-5603-4c02-9fb5-7165ea6df5d1
,/young-person-wage-incentives,/business-finance-support-finder/search,exact,,,en,business_support,3476214e-0204-49d6-aac7-4d3c54f1dd60
,/young-recruits-programme,/business-finance-support-finder,prefix,,,en,business_support,840f291c-8db5-4acf-8ddd-4003c7f9d15c
,/apply-special-educational-needs-assessment,/children-with-special-educational-needs,exact,,,en,local_transaction,d0365cbf-4ae5-4348-aff2-45ce167a75ab
,/find-school-in-england,/school-performance-tables,exact,,,en,transaction,b42359f2-d301-4dd8-8f3a-d461f823536a
,/disabled-parents,,,,404,en,guide,a8f2b2eb-5d86-43b0-a804-4ac3cf59cf7a
